time,x,theta
17.98,-0.985771,1.4655
17.99,-0.98658,1.51153
18,-0.98705,1.559
18.01,-0.987148,1.60794
18.02,-0.986838,1.65837
18.03,-0.986083,1.71033
18.04,-0.984846,1.76384
18.05,-0.983091,1.81895
18.06,-0.980778,1.87569
18.07,-0.977869,1.9341
18.08,-0.974327,1.99422
18.09,-0.970116,2.0561
18.1,-0.965201,2.11977
18.11,-0.959551,2.18527
18.12,-0.953137,2.25264
18.13,-0.945938,2.32189
18.14,-0.937939,2.39303
18.15,-0.929136,2.46606
18.16,-0.919536,2.54095
18.17,-0.909162,2.61762
18.18,-0.898054,2.69598
18.19,-0.886272,2.77589
18.2,-0.873899,2.85715
18.21,-0.861039,2.93953
18.22,-0.847817,3.02273
18.23,-0.834374,3.10644
18.24,-0.820866,-3.09289
18.25,-0.807449,-3.00925
18.26,-0.794279,-2.92616
18.27,-0.7815,-2.84396
18.28,-0.769237,-2.76293
18.29,-0.757598,-2.68332
18.3,-0.746665,-2.6053
18.31,-0.736501,-2.52903
18.32,-0.727144,-2.4546
18.33,-0.718618,-2.38206
18.34,-0.710927,-2.31145
18.35,-0.704067,-2.24276
18.36,-0.69802,-2.17598
18.37,-0.692763,-2.11109
18.38,-0.688266,-2.04805
18.39,-0.684497,-1.98681
18.4,-0.681417,-1.92734
18.41,-0.678991,-1.86959
18.42,-0.677178,-1.81351
18.43,-0.675939,-1.75907
18.44,-0.675235,-1.70623
18.45,-0.675027,-1.65495
18.46,-0.675277,-1.60519
18.47,-0.675948,-1.55692
18.48,-0.677005,-1.51011
18.49,-0.678411,-1.46475
18.5,-0.680133,-1.42079
18.51,-0.682139,-1.37823
18.52,-0.684398,-1.33704
18.53,-0.686879,-1.2972
18.54,-0.689555,-1.2587
18.55,-0.692398,-1.22152
18.56,-0.695383,-1.18566
18.57,-0.698486,-1.15109
18.58,-0.701683,-1.1178
18.59,-0.704953,-1.0858
18.6,-0.708275,-1.05505
18.61,-0.711632,-1.02557
18.62,-0.715005,-0.997325
18.63,-0.718378,-0.970319
18.64,-0.721735,-0.94454
18.65,-0.725063,-0.919979
18.66,-0.728349,-0.896627
18.67,-0.731582,-0.874475
18.68,-0.734749,-0.853514
18.69,-0.737843,-0.833735
18.7,-0.740853,-0.81513
18.71,-0.743772,-0.797689
18.72,-0.746593,-0.781405
18.73,-0.749309,-0.766268
18.74,-0.751915,-0.752271
18.75,-0.754405,-0.739406
18.76,-0.756776,-0.727665
18.77,-0.759022,-0.717042
18.78,-0.761142,-0.70753
18.79,-0.763131,-0.699122
18.8,-0.764988,-0.691814
18.81,-0.76671,-0.6856
18.82,-0.768295,-0.680476
18.83,-0.769742,-0.676439
18.84,-0.77105,-0.673486
18.85,-0.772218,-0.671615
18.86,-0.773246,-0.670825
18.87,-0.774132,-0.671115
18.88,-0.774878,-0.672486
18.89,-0.775482,-0.674939
18.9,-0.775946,-0.678476
18.91,-0.776271,-0.683099
18.92,-0.776456,-0.688813
18.93,-0.776505,-0.695621
18.94,-0.776417,-0.703528
18.95,-0.776196,-0.71254
18.96,-0.775844,-0.722663
18.97,-0.775363,-0.733904
18.98,-0.774758,-0.74627
18.99,-0.774031,-0.759768
19,-0.773187,-0.774407
19.01,-0.772231,-0.790195
19.02,-0.771168,-0.807141
19.03,-0.770006,-0.825253
19.04,-0.768752,-0.844541
19.05,-0.767412,-0.865013
19.06,-0.765997,-0.886679
19.07,-0.764515,-0.909548
19.08,-0.762978,-0.933629
19.09,-0.761398,-0.958932
19.1,-0.759787,-0.985466
19.11,-0.75816,-1.01324
19.12,-0.756532,-1.04226
19.13,-0.754919,-1.07255
19.14,-0.75334,-1.1041
19.15,-0.751812,-1.13693
19.16,-0.750358,-1.17105
19.17,-0.748997,-1.20647
19.18,-0.747754,-1.2432
19.19,-0.746653,-1.28125
19.2,-0.74572,-1.32065
19.21,-0.744982,-1.3614
19.22,-0.744466,-1.40352
19.23,-0.744204,-1.44702
19.24,-0.744226,-1.49194
19.25,-0.744564,-1.53828
19.26,-0.745252,-1.58608
19.27,-0.746325,-1.63535
19.28,-0.747817,-1.68614
19.29,-0.749766,-1.73847
19.3,-0.752209,-1.79237
19.31,-0.755184,-1.84788
19.32,-0.758727,-1.90504
19.33,-0.762877,-1.96389
19.34,-0.767671,-2.02447
19.35,-0.773144,-2.08681
19.36,-0.779329,-2.15097
19.37,-0.786256,-2.21696
19.38,-0.793949,-2.28483
19.39,-0.802429,-2.35457
19.4,-0.811704,-2.4262
19.41,-0.821775,-2.4997
19.42,-0.832628,-2.57502
19.43,-0.844234,-2.65208
19.44,-0.856544,-2.73077
19.45,-0.869489,-2.81091
19.46,-0.88298,-2.89231
19.47,-0.896902,-2.9747
19.48,-0.911126,-3.05778
19.49,-0.925506,-3.14121
19.5,-0.939886,3.05854
19.51,-0.954111,2.97546
19.52,-0.968032,2.89307
19.53,-0.981513,2.81168
19.54,-0.994436,2.73156
19.55,-1.00671,2.65293
19.56,-1.01825,2.57595
19.57,-1.02901,2.50075
19.58,-1.03896,2.4274
19.59,-1.04809,2.35595
19.6,-1.05639,2.28642
19.61,-1.06387,2.21881
19.62,-1.07055,2.15309
19.63,-1.07646,2.08923
19.64,-1.08163,2.02721
19.65,-1.08609,1.96698
19.66,-1.08988,1.90849
19.67,-1.09304,1.8517
19.68,-1.0956,1.79657
19.69,-1.09762,1.74307
19.7,-1.09911,1.69114
19.71,-1.10013,1.64077
19.72,-1.10071,1.5919
19.73,-1.10089,1.54452
19.74,-1.1007,1.4986
19.75,-1.10017,1.45411
19.76,-1.09935,1.41103
19.77,-1.09826,1.36933
19.78,-1.09693,1.32901
19.79,-1.09539,1.29004
19.8,-1.09366,1.25241
19.81,-1.09179,1.2161
19.82,-1.08978,1.18111
19.83,-1.08767,1.14741
19.84,-1.08547,1.11501
19.85,-1.08321,1.08388
19.86,-1.08091,1.05403
19.87,-1.07858,1.02543
19.88,-1.07624,0.998092
19.89,-1.07391,0.971992
19.9,-1.0716,0.947127
19.91,-1.06933,0.923487
19.92,-1.0671,0.901064
19.93,-1.06494,0.87985
19.94,-1.06284,0.859837
19.95,-1.06083,0.841016
19.96,-1.0589,0.82338
19.97,-1.05706,0.80692
19.98,-1.05533,0.791629
19.99,-1.05371,0.777499
